"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"1203004","Digby","Municipal district","Nova Scotia","12","03","","3.6","00000","2011","3280","100","1150","35.1","710","21.6","280","8.5","45","1.4","110","3.4","70","2.1","915","27.9"
"1203004","Digby","Municipal district","Nova Scotia","12","03","","3.6","00000","2016","3265","100","1170","35.8","655","20.1","245","7.5","40","1.2","85","2.6","90","2.8","970","29.7"
"1204010","Queens","Regional municipality","Nova Scotia","12","04","","4.8","00000","2011","4800","100","1750","36.5","1085","22.6","370","7.7","85","1.8","140","2.9","120","2.5","1255","26.1"
"1204010","Queens","Regional municipality","Nova Scotia","12","04","","4.8","00000","2016","4740","100","1755","37","895","18.9","335","7.1","80","1.7","120","2.5","125","2.6","1435","30.3"
"1205004","Annapolis, Subd. A","Subdivision of county municipality","Nova Scotia","12","05","","3.8","00000","2011","2715","100","1080","39.8","545","20.1","200","7.4","30","1.1","65","2.4","65","2.4","730","26.9"
"1205004","Annapolis, Subd. A","Subdivision of county municipality","Nova Scotia","12","05","","3.8","00000","2016","2750","100","1145","41.6","470","17.1","200","7.3","30","1.1","65","2.4","60","2.2","775","28.2"
"1206001","Lunenburg","Municipal district","Nova Scotia","12","06","","3.3","00000","2011","10725","100","4170","38.9","2715","25.3","760","7.1","165","1.5","305","2.8","255","2.4","2350","21.9"
"1206001","Lunenburg","Municipal district","Nova Scotia","12","06","","3.3","00000","2016","11010","100","4500","40.9","2430","22.1","740","6.7","175","1.6","270","2.5","250","2.3","2640","24"
"1206004","Bridgewater","Town","Nova Scotia","12","06","","4.2","00000","2011","3795","100","1095","28.9","720","19","380","10","40","1.1","80","2.1","175","4.6","1300","34.3"
"1206004","Bridgewater","Town","Nova Scotia","12","06","","4.2","00000","2016","4075","100","1235","30.3","690","16.9","420","10.3","40","1","80","2","135","3.3","1490","36.6"
"1206009","Chester","Municipal district","Nova Scotia","12","06","","4.2","00000","2011","4760","100","1785","37.5","1035","21.7","375","7.9","60","1.3","110","2.3","110","2.3","1275","26.8"
"1206009","Chester","Municipal district","Nova Scotia","12","06","","4.2","00000","2016","4770","100","1790","37.5","945","19.8","385","8.1","65","1.4","85","1.8","115","2.4","1385","29"
"1207001","Kings, Subd. A","Subdivision of county municipality","Nova Scotia","12","07","","3.8","00000","2011","8995","100","3075","34.2","2485","27.6","725","8.1","155","1.7","270","3","225","2.5","2070","23"
"1207001","Kings, Subd. A","Subdivision of county municipality","Nova Scotia","12","07","","3.8","00000","2016","9265","100","3180","34.3","2345","25.3","715","7.7","170","1.8","285","3.1","250","2.7","2315","25"
"1207011","Kings, Subd. C","Subdivision of county municipality","Nova Scotia","12","07","210","2.7","00000","2011","3585","100","1085","30.3","835","23.3","340","9.5","75","2.1","105","2.9","145","4","1005","28"
"1207011","Kings, Subd. C","Subdivision of county municipality","Nova Scotia","12","07","210","2.7","00000","2016","3625","100","1105","30.5","785","21.7","360","9.9","65","1.8","110","3","130","3.6","1060","29.2"
"1207012","Kentville","Town","Nova Scotia","12","07","210","4.4","00000","2011","2660","100","750","28.2","570","21.4","265","10","40","1.5","70","2.6","100","3.8","865","32.5"
"1207012","Kentville","Town","Nova Scotia","12","07","210","4.4","00000","2016","2745","100","790","28.8","580","21.1","255","9.3","40","1.5","65","2.4","110","4","905","33"
"1207016","Kings, Subd. B","Subdivision of county municipality","Nova Scotia","12","07","210","3.3","00000","2011","4880","100","1540","31.6","1275","26.1","510","10.5","130","2.7","170","3.5","140","2.9","1115","22.8"
"1207016","Kings, Subd. B","Subdivision of county municipality","Nova Scotia","12","07","210","3.3","00000","2016","5010","100","1660","33.1","1180","23.6","530","10.6","100","2","175","3.5","145","2.9","1220","24.4"
"1207021","Kings, Subd. D","Subdivision of county municipality","Nova Scotia","12","07","","4.2","00000","2011","2150","100","740","34.4","560","26","170","7.9","50","2.3","70","3.3","55","2.6","510","23.7"
"1207021","Kings, Subd. D","Subdivision of county municipality","Nova Scotia","12","07","","4.2","00000","2016","2220","100","805","36.3","515","23.2","150","6.8","55","2.5","75","3.4","70","3.2","540","24.3"
"1208001","West Hants","Municipal district","Nova Scotia","12","08","","3.1","00000","2011","6225","100","2195","35.3","1735","27.9","470","7.6","160","2.6","220","3.5","140","2.2","1315","21.1"
"1208001","West Hants","Municipal district","Nova Scotia","12","08","","3.1","00000","2016","6425","100","2240","34.9","1705","26.5","520","8.1","150","2.3","195","3","145","2.3","1465","22.8"
"1208008","East Hants","Municipal district","Nova Scotia","12","08","","2.6","00000","2011","8550","100","2730","31.9","2750","32.2","635","7.4","195","2.3","330","3.9","245","2.9","1665","19.5"
"1208008","East Hants","Municipal district","Nova Scotia","12","08","","2.6","00000","2016","9060","100","2980","32.9","2575","28.4","750","8.3","235","2.6","295","3.3","235","2.6","1990","22"
"1209034","Halifax","Regional municipality","Nova Scotia","12","09","205","3.7","00000","2011","165030","100","43085","26.1","41405","25.1","14480","8.8","3255","2","5175","3.1","10485","6.4","47140","28.6"
"1209034","Halifax","Regional municipality","Nova Scotia","12","09","205","3.7","00000","2016","173325","100","46715","27","40885","23.6","14880","8.6","3450","2","5295","3.1","10980","6.3","51120","29.5"
"1210001","Colchester, Subd. C","Subdivision of county municipality","Nova Scotia","12","10","215","3.2","00000","2011","5405","100","1860","34.4","1510","27.9","490","9.1","90","1.7","185","3.4","125","2.3","1150","21.3"
"1210001","Colchester, Subd. C","Subdivision of county municipality","Nova Scotia","12","10","215","3.2","00000","2016","5450","100","1925","35.3","1360","25","485","8.9","125","2.3","180","3.3","145","2.7","1235","22.7"
"1210006","Truro","Town","Nova Scotia","12","10","215","5.2","00000","2011","5755","100","1415","24.6","960","16.7","595","10.3","60","1","155","2.7","270","4.7","2295","39.9"
"1210006","Truro","Town","Nova Scotia","12","10","215","5.2","00000","2016","6055","100","1455","24","890","14.7","615","10.2","65","1.1","125","2.1","255","4.2","2645","43.7"
"1210008","Colchester, Subd. B","Subdivision of county municipality","Nova Scotia","12","10","215","3.4","00000","2011","8045","100","2580","32.1","2235","27.8","720","8.9","145","1.8","230","2.9","200","2.5","1935","24.1"
"1210008","Colchester, Subd. B","Subdivision of county municipality","Nova Scotia","12","10","215","3.4","00000","2016","8290","100","2795","33.7","2075","25","720","8.7","120","1.4","220","2.7","270","3.3","2090","25.2"
"1211006","Cumberland, Subd. B","Subdivision of county municipality","Nova Scotia","12","11","","5.5","00000","2011","3085","100","995","32.3","680","22","290","9.4","60","1.9","95","3.1","75","2.4","880","28.5"
"1211006","Cumberland, Subd. B","Subdivision of county municipality","Nova Scotia","12","11","","5.5","00000","2016","3020","100","1010","33.4","630","20.9","285","9.4","55","1.8","70","2.3","80","2.6","895","29.6"
"1211009","Cumberland, Subd. C","Subdivision of county municipality","Nova Scotia","12","11","","3.4","00000","2011","2215","100","880","39.7","560","25.3","160","7.2","40","1.8","70","3.2","55","2.5","460","20.8"
"1211009","Cumberland, Subd. C","Subdivision of county municipality","Nova Scotia","12","11","","3.4","00000","2016","2320","100","960","41.4","500","21.6","145","6.3","40","1.7","50","2.2","40","1.7","585","25.2"
"1211011","Amherst","Town","Nova Scotia","12","11","","4.2","00000","2011","4400","100","1160","26.4","855","19.4","525","11.9","75","1.7","135","3.1","110","2.5","1540","35"
"1211011","Amherst","Town","Nova Scotia","12","11","","4.2","00000","2016","4370","100","1150","26.3","780","17.8","550","12.6","55","1.3","105","2.4","145","3.3","1580","36.2"
"1212001","Pictou, Subd. A","Subdivision of county municipality","Nova Scotia","12","12","","3.1","00000","2011","2730","100","1065","39","705","25.8","185","6.8","45","1.6","45","1.6","50","1.8","640","23.4"
"1212001","Pictou, Subd. A","Subdivision of county municipality","Nova Scotia","12","12","","3.1","00000","2016","2710","100","1065","39.3","620","22.9","170","6.3","35","1.3","50","1.8","60","2.2","720","26.6"
"1212006","Pictou, Subd. B","Subdivision of county municipality","Nova Scotia","12","12","220","3.7","00000","2011","2455","100","900","36.7","655","26.7","185","7.5","55","2.2","65","2.6","45","1.8","545","22.2"
"1212006","Pictou, Subd. B","Subdivision of county municipality","Nova Scotia","12","12","220","3.7","00000","2016","2580","100","895","34.7","640","24.8","225","8.7","55","2.1","60","2.3","60","2.3","650","25.2"
"1212011","Pictou, Subd. C","Subdivision of county municipality","Nova Scotia","12","12","220","3.8","00000","2011","3710","100","1320","35.6","995","26.8","320","8.6","90","2.4","80","2.2","65","1.8","845","22.8"
"1212011","Pictou, Subd. C","Subdivision of county municipality","Nova Scotia","12","12","220","3.8","00000","2016","3655","100","1320","36.1","820","22.4","300","8.2","75","2.1","95","2.6","85","2.3","950","26"
"1212014","New Glasgow","Town","Nova Scotia","12","12","220","3.9","00000","2011","4270","100","1050","24.6","860","20.1","475","11.1","95","2.2","105","2.5","140","3.3","1545","36.2"
"1212014","New Glasgow","Town","Nova Scotia","12","12","220","3.9","00000","2016","4210","100","1060","25.2","770","18.3","460","10.9","65","1.5","95","2.3","125","3","1630","38.7"
"1214001","Antigonish, Subd. A","Subdivision of county municipality","Nova Scotia","12","14","","3.2","00000","2011","3230","100","925","28.6","1030","31.9","255","7.9","75","2.3","75","2.3","90","2.8","790","24.5"
"1214001","Antigonish, Subd. A","Subdivision of county municipality","Nova Scotia","12","14","","3.2","00000","2016","3425","100","1090","31.8","965","28.2","275","8","45","1.3","60","1.8","80","2.3","910","26.6"
"1214006","Antigonish, Subd. B","Subdivision of county municipality","Nova Scotia","12","14","","4.2","00000","2011","2485","100","725","29.2","815","32.8","240","9.7","60","2.4","65","2.6","55","2.2","520","20.9"
"1214006","Antigonish, Subd. B","Subdivision of county municipality","Nova Scotia","12","14","","4.2","00000","2016","2575","100","795","30.9","730","28.3","270","10.5","60","2.3","65","2.5","45","1.7","610","23.7"
"1215011","Inverness, Subd. A","Subdivision of county municipality","Nova Scotia","12","15","","5.0","00000","2011","2310","100","790","34.2","545","23.6","140","6.1","35","1.5","55","2.4","50","2.2","690","29.9"
"1215011","Inverness, Subd. A","Subdivision of county municipality","Nova Scotia","12","15","","5.0","00000","2016","2300","100","825","35.9","480","20.9","150","6.5","30","1.3","55","2.4","45","2","715","31.1"
"1217030","Cape Breton","Regional municipality","Nova Scotia","12","17","225","3.7","00000","2011","41120","100","10505","25.5","9305","22.6","5555","13.5","1285","3.1","1350","3.3","1295","3.1","11835","28.8"
"1217030","Cape Breton","Regional municipality","Nova Scotia","12","17","225","3.7","00000","2016","41675","100","11075","26.6","8265","19.8","5480","13.1","1170","2.8","1210","2.9","1415","3.4","13065","31.3"
"1301006","Saint John","City","New Brunswick","13","01","310","4.2","00000","2011","30755","100","7340","23.9","6285","20.4","3845","12.5","610","2","1050","3.4","1670","5.4","9960","32.4"
"1301006","Saint John","City","New Brunswick","13","01","310","4.2","00000","2016","30210","100","7380","24.4","5935","19.6","3535","11.7","535","1.8","970","3.2","1510","5","10350","34.3"
"1303008","Lincoln","Parish","New Brunswick","13","03","320","2.6","00000","2011","2605","100","790","30.3","820","31.5","260","10","55","2.1","80","3.1","90","3.5","510","19.6"
"1303008","Lincoln","Parish","New Brunswick","13","03","320","2.6","00000","2016","2935","100","895","30.5","905","30.8","270","9.2","35","1.2","110","3.7","85","2.9","640","21.8"
"1303011","Burton","Parish","New Brunswick","13","03","","2.9","00000","2011","1940","100","610","31.4","675","34.8","150","7.7","70","3.6","75","3.9","40","2.1","320","16.5"
"1303011","Burton","Parish","New Brunswick","13","03","","2.9","00000","2016","1960","100","620","31.6","660","33.7","165","8.4","60","3.1","60","3.1","45","2.3","355","18.1"
"1303012","Oromocto","Town","New Brunswick","13","03","","8.8","00100","2011","3460","100","840","24.3","1265","36.6","235","6.8","55","1.6","90","2.6","225","6.5","750","21.7"
"1303012","Oromocto","Town","New Brunswick","13","03","","8.8","00100","2016","3460","100","855","24.7","1160","33.5","275","7.9","50","1.4","80","2.3","165","4.8","880","25.4"
"1305045","Rothesay","Town","New Brunswick","13","05","310","2.9","00000","2011","4540","100","1355","29.8","1590","35","435","9.6","90","2","95","2.1","85","1.9","890","19.6"
"1305045","Rothesay","Town","New Brunswick","13","05","310","2.9","00000","2016","4635","100","1465","31.6","1455","31.4","420","9.1","105","2.3","95","2","85","1.8","1025","22.1"
"1305057","Quispamsis","Town","New Brunswick","13","05","310","2.7","00000","2011","6175","100","1855","30","2685","43.5","405","6.6","155","2.5","170","2.8","85","1.4","810","13.1"
"1305057","Quispamsis","Town","New Brunswick","13","05","310","2.7","00000","2016","6455","100","2015","31.2","2590","40.1","460","7.1","165","2.6","180","2.8","95","1.5","950","14.7"
"1306020","Riverview","Town","New Brunswick","13","06","305","3.0","00000","2011","7740","100","2335","30.2","2300","29.7","690","8.9","130","1.7","240","3.1","280","3.6","1775","22.9"
"1306020","Riverview","Town","New Brunswick","13","06","305","3.0","00000","2016","8225","100","2485","30.2","2205","26.8","750","9.1","150","1.8","255","3.1","250","3","2130","25.9"
"1307005","Beaubassin East","Rural community","New Brunswick","13","07","","2.5","00000","2011","2530","100","950","37.5","715","28.3","185","7.3","60","2.4","95","3.8","75","3","450","17.8"
"1307005","Beaubassin East","Rural community","New Brunswick","13","07","","2.5","00000","2016","2680","100","1070","39.9","675","25.2","160","6","65","2.4","95","3.5","65","2.4","540","20.1"
"1307009","Sackville","Town","New Brunswick","13","07","","4.7","00000","2011","2360","100","730","30.9","565","23.9","175","7.4","30","1.3","55","2.3","130","5.5","680","28.8"
"1307009","Sackville","Town","New Brunswick","13","07","","4.7","00000","2016","2315","100","740","32","525","22.7","185","8","35","1.5","50","2.2","80","3.5","700","30.2"
"1307019","Moncton","Parish","New Brunswick","13","07","305","2.5","00000","2011","3640","100","1335","36.7","1150","31.6","235","6.5","100","2.7","140","3.8","115","3.2","560","15.4"
"1307019","Moncton","Parish","New Brunswick","13","07","305","2.5","00000","2016","3880","100","1395","36","1180","30.4","245","6.3","105","2.7","140","3.6","125","3.2","690","17.8"
"1307022","Moncton","City","New Brunswick","13","07","305","4.3","00000","2011","30715","100","8125","26.5","6480","21.1","2790","9.1","395","1.3","1070","3.5","2220","7.2","9625","31.3"
"1307022","Moncton","City","New Brunswick","13","07","305","4.3","00000","2016","32135","100","8520","26.5","6625","20.6","2985","9.3","415","1.3","975","3","2130","6.6","10485","32.6"
"1307045","Dieppe","City","New Brunswick","13","07","305","3.2","00000","2011","9280","100","2780","30","2895","31.2","685","7.4","120","1.3","295","3.2","490","5.3","2020","21.8"
