"Geographic code","Geographic name","Global non-response rate","Data quality flag","Year","Sex","Presence and age of children","Total population aged 15 or more (Counts)","Total population aged 15 or more (% Distribution)","Total population aged 15 or more (% Change)","Persons not in a couple (Counts)","Persons not in a couple (% Distribution)","Persons not in a couple (% Change)","Persons in a couple - Total persons in a couple (Counts)","Persons in a couple - Total persons in a couple (% Distribution)","Persons in a couple - Total persons in a couple (% Change)","Persons in a couple - Married spouses - Total (Counts)","Persons in a couple - Married spouses - Total (% Distribution)","Persons in a couple - Married spouses - Total (% Change)","Persons in a couple - Married spouses - Opposite-sex (Counts)","Persons in a couple - Married spouses - Opposite-sex (% Distribution)","Persons in a couple - Married spouses - Opposite-sex (% Change)","Persons in a couple - Married spouses - Same-sex (Counts)","Persons in a couple - Married spouses - Same-sex (% Distribution)","Persons in a couple - Married spouses - Same-sex (% Change)","Persons in a couple - Common-law partners - Total (Counts)","Persons in a couple - Common-law partners - Total (% Distribution)","Persons in a couple - Common-law partners - Total (% Change)","Persons in a couple - Common-law partners - Opposite-sex (Counts)","Persons in a couple - Common-law partners - Opposite-sex (% Distribution)","Persons in a couple - Common-law partners - Opposite-sex (% Change)","Persons in a couple - Common-law partners - Same-sex (Counts)","Persons in a couple - Common-law partners - Same-sex (% Distribution)","Persons in a couple - Common-law partners - Same-sex (% Change)"
"11","Prince Edward Island","4.1","00000","2016","Both sexes","With children","38910","100","-5.9","6545","16.8","2.3","32370","83.2","-7.3","27935","71.8","-11.4","27910","71.7","-11.4","25","0.1","150","4435","11.4","29.9","4420","11.4","31.2","15","0","-62.5"
"11","Prince Edward Island","4.1","00000","2016","Both sexes","With at least one child aged 0 to 14","22905","100","-8.4","3300","14.4","0.6","19605","85.6","-9.8","16140","70.5","-15.3","16130","70.4","-15.3","10","0","","3460","15.1","29.1","3455","15.1","29.2","10","0","0"
"11","Prince Edward Island","4.1","00000","2016","Both sexes","With children 15 years and over only","16005","100","-2","3245","20.3","4","12760","79.7","-3.4","11790","73.7","-5.5","11780","73.6","-5.6","15","0.1","","965","6","32.2","960","6","37.1","5","0","-85.7"
"11","Prince Edward Island","4.1","00000","2016","Male","Total, presence and age of children","56365","100","7.6","21235","37.7","8","35125","62.3","7.3","29780","52.8","3.8","29695","52.7","3.5","80","0.1","700","5350","9.5","32.4","5235","9.3","32.2","110","0.2","46.7"
"11","Prince Edward Island","4.1","00000","2016","Male","Without children","38810","100","14.8","19850","51.1","7.1","18955","48.8","24.1","15815","40.7","22.4","15740","40.6","21.8","80","0.2","","3140","8.1","33.3","3030","7.8","33.2","110","0.3","37.5"
"11","Prince Edward Island","4.1","00000","2016","Male","With children","17555","100","-5.6","1390","7.9","22.5","16165","92.1","-7.4","13960","79.5","-11.4","13955","79.5","-11.4","5","0","","2210","12.6","31.2","2205","12.6","30.9","0","0",""
"11","Prince Edward Island","4.1","00000","2016","Male","With at least one child aged 0 to 14","10460","100","-7.7","660","6.3","40.4","9795","93.6","-9.8","8065","77.1","-15.3","8065","77.1","-15.2","0","0","-100","1730","16.5","29.1","1725","16.5","29.2","0","0",""
"11","Prince Edward Island","4.1","00000","2016","Male","With children 15 years and over only","7095","100","-2.2","725","10.2","8.2","6370","89.8","-3.3","5895","83.1","-5.5","5890","83","-5.6","0","0","","480","6.8","37.1","480","6.8","39.1","0","0",""
"11","Prince Edward Island","4.1","00000","2016","Female","Total, presence and age of children","60690","100","6.6","25495","42","5.7","35195","58","7.2","29790","49.1","3.8","29695","48.9","3.5","95","0.2","280","5405","8.9","30.7","5235","8.6","32.2","165","0.3","-2.9"
"11","Prince Edward Island","4.1","00000","2016","Female","Without children","39335","100","15","20340","51.7","7.9","18995","48.3","23.7","15815","40.2","22.2","15745","40","21.8","70","0.2","133.3","3180","8.1","32","3025","7.7","33","155","0.4","19.2"
"11","Prince Edward Island","4.1","00000","2016","Female","With children","21355","100","-6.1","5160","24.2","-2","16200","75.9","-7.3","13975","65.4","-11.3","13955","65.3","-11.4","20","0.1","","2220","10.4","28.7","2210","10.3","31.2","15","0.1","-62.5"
"11","Prince Edward Island","4.1","00000","2016","Female","With at least one child aged 0 to 14","12450","100","-9","2640","21.2","-6","9815","78.8","-9.6","8075","64.9","-15.1","8065","64.8","-15.3","10","0.1","","1735","13.9","29","1730","13.9","29.6","5","0","-50"
"11","Prince Edward Island","4.1","00000","2016","Female","With children 15 years and over only","8905","100","-1.9","2520","28.3","2.6","6385","71.7","-3.5","5900","66.3","-5.4","5890","66.1","-5.6","10","0.1","","490","5.5","28.9","480","5.4","39.1","10","0.1","-66.7"
"11","Prince Edward Island","4.1","00000","2011","Both sexes","Total, presence and age of children","114370","100","","45830","40.1","","68535","59.9","","59390","51.9","","59265","51.8","","130","0.1","","9145","8","","8890","7.8","","255","0.2",""
"11","Prince Edward Island","4.1","00000","2011","Both sexes","Without children","73800","100","","39250","53.2","","34550","46.8","","29320","39.7","","29210","39.6","","115","0.2","","5230","7.1","","4990","6.8","","240","0.3",""
"11","Prince Edward Island","4.1","00000","2011","Both sexes","With children","40565","100","","6580","16.2","","33985","83.8","","30070","74.1","","30055","74.1","","10","0","","3915","9.7","","3900","9.6","","20","0",""
"11","Prince Edward Island","4.1","00000","2011","Both sexes","With at least one child aged 0 to 14","23725","100","","3345","14.1","","20375","85.9","","17285","72.9","","17270","72.8","","15","0.1","","3095","13","","3085","13","","10","0",""
"11","Prince Edward Island","4.1","00000","2011","Both sexes","With children 15 years and over only","16845","100","","3235","19.2","","13610","80.8","","12790","75.9","","12785","75.9","","0","0","","820","4.9","","815","4.8","","0","0",""
"11","Prince Edward Island","4.1","00000","2011","Male","Total, presence and age of children","54900","100","","20650","37.6","","34250","62.4","","29695","54.1","","29630","54","","60","0.1","","4560","8.3","","4445","8.1","","115","0.2",""
"11","Prince Edward Island","4.1","00000","2011","Male","Without children","36590","100","","19320","52.8","","17275","47.2","","14665","40.1","","14605","39.9","","60","0.2","","2610","7.1","","2495","6.8","","115","0.3",""
"11","Prince Edward Island","4.1","00000","2011","Male","With children","18310","100","","1330","7.3","","16975","92.7","","15030","82.1","","15025","82.1","","0","0","","1950","10.6","","1950","10.6","","0","0",""
"11","Prince Edward Island","4.1","00000","2011","Male","With at least one child aged 0 to 14","10775","100","","600","5.6","","10180","94.5","","8635","80.1","","8635","80.1","","0","0","","1545","14.3","","1540","14.3","","0","0",""
"11","Prince Edward Island","4.1","00000","2011","Male","With children 15 years and over only","7535","100","","730","9.7","","6800","90.2","","6390","84.8","","6395","84.9","","0","0","","405","5.4","","410","5.4","","0","0",""
"11","Prince Edward Island","4.1","00000","2011","Female","Total, presence and age of children","59470","100","","25180","42.3","","34290","57.7","","29700","49.9","","29630","49.8","","65","0.1","","4585","7.7","","4445","7.5","","140","0.2",""
"11","Prince Edward Island","4.1","00000","2011","Female","Without children","37210","100","","19930","53.6","","17280","46.4","","14655","39.4","","14605","39.3","","55","0.1","","2620","7","","2495","6.7","","125","0.3",""
"11","Prince Edward Island","4.1","00000","2011","Female","With children","22255","100","","5250","23.6","","17005","76.4","","15040","67.6","","15030","67.5","","15","0.1","","1965","8.8","","1950","8.8","","15","0.1",""
"11","Prince Edward Island","4.1","00000","2011","Female","With at least one child aged 0 to 14","12945","100","","2745","21.2","","10200","78.8","","8645","66.8","","8635","66.7","","15","0.1","","1555","12","","1545","11.9","","15","0.1",""
"11","Prince Edward Island","4.1","00000","2011","Female","With children 15 years and over only","9310","100","","2500","26.9","","6805","73.1","","6395","68.7","","6390","68.6","","0","0","","410","4.4","","405","4.4","","5","0.1",""
"11","Prince Edward Island","4.1","00000","2006","Both sexes","Total, presence and age of children","109345","100","","43780","40","","65565","60","","57390","52.5","","57360","52.5","","35","0","","8170","7.5","","7920","7.2","","250","0.2",""
"11","Prince Edward Island","4.1","00000","2006","Both sexes","Without children","68005","100","","37375","55","","30630","45","","25870","38","","25840","38","","25","0","","4760","7","","4550","6.7","","210","0.3",""
"11","Prince Edward Island","4.1","00000","2006","Both sexes","With children","41335","100","","6400","15.5","","34935","84.5","","31525","76.3","","31515","76.2","","10","0","","3415","8.3","","3370","8.2","","40","0.1",""
"11","Prince Edward Island","4.1","00000","2006","Both sexes","With at least one child aged 0 to 14","25010","100","","3280","13.1","","21725","86.9","","19045","76.1","","19040","76.1","","0","0","","2680","10.7","","2675","10.7","","10","0",""
"11","Prince Edward Island","4.1","00000","2006","Both sexes","With children 15 years and over only","16330","100","","3120","19.1","","13205","80.9","","12475","76.4","","12480","76.4","","0","0","","730","4.5","","700","4.3","","35","0.2",""
"11","Prince Edward Island","4.1","00000","2006","Male","Total, presence and age of children","52395","100","","19665","37.5","","32725","62.5","","28685","54.7","","28680","54.7","","10","0","","4040","7.7","","3960","7.6","","75","0.1",""
"11","Prince Edward Island","4.1","00000","2006","Male","Without children","33805","100","","18530","54.8","","15280","45.2","","12920","38.2","","12925","38.2","","0","0","","2355","7","","2275","6.7","","80","0.2",""
"11","Prince Edward Island","4.1","00000","2006","Male","With children","18590","100","","1135","6.1","","17450","93.9","","15765","84.8","","15755","84.7","","0","0","","1685","9.1","","1685","9.1","","0","0",""
"11","Prince Edward Island","4.1","00000","2006","Male","With at least one child aged 0 to 14","11335","100","","470","4.1","","10865","95.9","","9525","84","","9515","83.9","","10","0.1","","1340","11.8","","1335","11.8","","0","0",""
"11","Prince Edward Island","4.1","00000","2006","Male","With children 15 years and over only","7255","100","","670","9.2","","6585","90.8","","6240","86","","6240","86","","0","0","","350","4.8","","345","4.8","","0","0",""
"11","Prince Edward Island","4.1","00000","2006","Female","Total, presence and age of children","56950","100","","24115","42.3","","32835","57.7","","28705","50.4","","28680","50.4","","25","0","","4135","7.3","","3960","7","","170","0.3",""
"11","Prince Edward Island","4.1","00000","2006","Female","Without children","34200","100","","18845","55.1","","15355","44.9","","12945","37.9","","12925","37.8","","30","0.1","","2410","7","","2275","6.7","","130","0.4",""
"11","Prince Edward Island","4.1","00000","2006","Female","With children","22750","100","","5265","23.1","","17480","76.8","","15755","69.3","","15755","69.3","","0","0","","1725","7.6","","1685","7.4","","40","0.2",""
"11","Prince Edward Island","4.1","00000","2006","Female","With at least one child aged 0 to 14","13675","100","","2810","20.5","","10860","79.4","","9515","69.6","","9520","69.6","","0","0","","1345","9.8","","1335","9.8","","10","0.1",""
"11","Prince Edward Island","4.1","00000","2006","Female","With children 15 years and over only","9075","100","","2455","27.1","","6620","72.9","","6240","68.8","","6240","68.8","","0","0","","380","4.2","","345","3.8","","30","0.3",""
"11","Prince Edward Island","4.1","00000","2001","Both sexes","Total, presence and age of children","106385","100","","42145","39.6","","64240","60.4","","56980","53.6","","56980","53.6","","","","","7260","6.8","","7150","6.7","","115","0.1",""
"11","Prince Edward Island","4.1","00000","2001","Both sexes","Without children","62650","100","","35845","57.2","","26805","42.8","","22950","36.6","","22950","36.6","","","","","3855","6.2","","3750","6","","100","0.2",""
"11","Prince Edward Island","4.1","00000","2001","Both sexes","With children","43740","100","","6305","14.4","","37435","85.6","","34030","77.8","","34030","77.8","","","","","3405","7.8","","3395","7.8","","15","0",""
"11","Prince Edward Island","4.1","00000","2001","Both sexes","With at least one child aged 0 to 14","27550","100","","3190","11.6","","24355","88.4","","21525","78.1","","21520","78.1","","","","","2835","10.3","","2820","10.2","","10","0",""
"11","Prince Edward Island","4.1","00000","2001","Both sexes","With children 15 years and over only","16195","100","","3110","19.2","","13080","80.8","","12505","77.2","","12505","77.2","","","","","575","3.6","","575","3.6","","0","0",""
"11","Prince Edward Island","4.1","00000","2001","Male","Total, presence and age of children","51300","100","","19185","37.4","","32110","62.6","","28490","55.5","","28490","55.5","","","","","3625","7.1","","3570","7","","50","0.1",""
"11","Prince Edward Island","4.1","00000","2001","Male","Without children","31530","100","","18125","57.5","","13400","42.5","","11480","36.4","","11475","36.4","","","","","1925","6.1","","1880","6","","50","0.2",""
"11","Prince Edward Island","4.1","00000","2001","Male","With children","19770","100","","1055","5.3","","18715","94.7","","17015","86.1","","17015","86.1","","","","","1700","8.6","","1700","8.6","","0","0",""
"11","Prince Edward Island","4.1","00000","2001","Male","With at least one child aged 0 to 14","12640","100","","465","3.7","","12175","96.3","","10760","85.1","","10760","85.1","","","","","1410","11.2","","1410","11.2","","0","0",""
"11","Prince Edward Island","4.1","00000","2001","Male","With children 15 years and over only","7130","100","","585","8.2","","6540","91.7","","6255","87.7","","6250","87.7","","","","","290","4.1","","290","4.1","","0","0",""
