Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Additional province code,Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (2001 Counts),Broad Age Groups: 0 to 14 (2001 Counts),Broad Age Groups: 15 to 64 (2001 Counts),Broad Age Groups: 65 years and over (2001 Counts),Broad Age Groups: 85 years and over (2001 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (% Distribution 2001),Broad Age Groups: 0 to 14 (% Distribution 2001) ,Broad Age Groups: 15 to 64 (% Distribution 2001),Broad Age Groups: 65 years and over (% Distribution 2001),Broad Age Groups: 85 years and over (% Distribution 2001),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016),Total (Percent Change 2001 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2001 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2001 to 2016),Broad Age Groups: 65 years and over (Percent Change 2001 to 2016),Broad Age Groups: 85 years and over (Percent Change 2001 to 2016)
568,Barrie,CMA,Ontario,35, ,3.4,00000,Male,96475,18065,65990,12415,1305,91430,18000,63230,10200,980,86655,18790,59165,8710,745,73085,17310,48870,6905,500,100,18.7,68.4,12.9,1.4,100,19.7,69.2,11.2,1.1,100,21.7,68.3,10.1,0.9,100,23.7,66.9,9.4,0.7,5.5,0.4,4.4,21.7,33.2,11.3,-3.9,11.5,42.5,75.2,32,4.4,35,79.8,161
568,Barrie,CMA,Ontario,35, ,3.4,00000,Female,100585,17220,67620,15750,2475,95580,17245,65010,13325,2155,90400,18070,60755,11580,1675,75395,16850,49265,9285,1105,100,17.1,67.2,15.7,2.5,100,18,68,13.9,2.3,100,20,67.2,12.8,1.9,100,22.3,65.3,12.3,1.5,5.2,-0.1,4,18.2,14.8,11.3,-4.7,11.3,36,47.8,33.4,2.2,37.3,69.6,124
569,Orillia,CA,Ontario,35, ,4.4,00000,Both sexes,31165,4410,19355,7405,1380,30590,4540,19665,6380,1195,30260,4990,19480,5795,1000,29120,5355,18485,5280,780,100,14.2,62.1,23.8,4.4,100,14.8,64.3,20.9,3.9,100,16.5,64.4,19.2,3.3,100,18.4,63.5,18.1,2.7,1.9,-2.9,-1.6,16.1,15.5,3,-11.6,-0.6,27.8,38,7,-17.6,4.7,40.2,76.9
569,Orillia,CA,Ontario,35, ,4.4,00000,Male,14600,2255,9215,3130,450,14365,2335,9465,2565,350,14295,2565,9455,2280,280,13840,2770,8985,2085,210,100,15.4,63.1,21.4,3.1,100,16.3,65.9,17.9,2.4,100,17.9,66.1,15.9,2,100,20,64.9,15.1,1.5,1.6,-3.4,-2.6,22,28.6,2.1,-12.1,-2.5,37.3,60.7,5.5,-18.6,2.6,50.1,114.3
569,Orillia,CA,Ontario,35, ,4.4,00000,Female,16565,2150,10140,4270,935,16220,2205,10200,3815,850,15960,2425,10020,3515,715,15280,2585,9500,3195,565,100,13,61.2,25.8,5.6,100,13.6,62.9,23.5,5.2,100,15.2,62.8,22,4.5,100,16.9,62.2,20.9,3.7,2.1,-2.5,-0.6,11.9,10,3.8,-11.3,1.2,21.5,30.8,8.4,-16.8,6.7,33.6,65.5
571,Midland,CA,Ontario,35, ,4.7,00000,Both sexes,35860,4780,22575,8500,1070,35420,4935,23265,7225,1035,35425,5670,23465,6285,740,33710,6345,21550,5820,625,100,13.3,63,23.7,3,100,13.9,65.7,20.4,2.9,100,16,66.2,17.7,2.1,100,18.8,63.9,17.3,1.9,1.2,-3.1,-3,17.6,3.4,1.2,-15.7,-3.8,35.2,44.6,6.4,-24.7,4.8,46,71.2
571,Midland,CA,Ontario,35, ,4.7,00000,Male,17585,2510,11150,3925,370,17240,2575,11450,3215,330,17215,2825,11685,2705,225,16245,3275,10500,2470,165,100,14.3,63.4,22.3,2.1,100,14.9,66.4,18.6,1.9,100,16.4,67.9,15.7,1.3,100,20.2,64.6,15.2,1,2,-2.5,-2.6,22.1,12.1,2.1,-11.2,-4.6,45.1,64.4,8.2,-23.4,6.2,58.9,124.2
571,Midland,CA,Ontario,35, ,4.7,00000,Female,18275,2270,11425,4575,710,18180,2355,11815,4005,710,18210,2845,11785,3585,515,17460,3065,11050,3350,455,100,12.4,62.5,25,3.9,100,13,65,22,3.9,100,15.6,64.7,19.7,2.8,100,17.6,63.3,19.2,2.6,0.5,-3.6,-3.3,14.2,0,0.4,-20.2,-3.1,27.6,37.9,4.7,-25.9,3.4,36.6,56
575,North Bay,CA,Ontario,35, ,4.8,00000,Both sexes,70375,10495,45820,14060,1760,72240,10820,48970,12455,1550,71490,11715,48550,11220,1175,70195,13045,47000,10145,1055,100,14.9,65.1,20,2.5,100,15,67.8,17.2,2.1,100,16.4,67.9,15.7,1.6,100,18.6,67,14.5,1.5,-2.6,-3,-6.4,12.9,13.5,-1.6,-10.4,-5.6,25.3,49.8,0.3,-19.5,-2.5,38.6,66.8
575,North Bay,CA,Ontario,35, ,4.8,00000,Male,34250,5300,22640,6315,595,35145,5470,24185,5490,465,34570,5970,23750,4845,310,33900,6680,22880,4340,315,100,15.5,66.1,18.4,1.7,100,15.6,68.8,15.6,1.3,100,17.3,68.7,14,0.9,100,19.7,67.5,12.8,0.9,-2.5,-3.1,-6.4,15,28,-0.9,-11.2,-4.7,30.3,91.9,1,-20.7,-1,45.5,88.9
575,North Bay,CA,Ontario,35, ,4.8,00000,Female,36125,5195,23185,7750,1170,37100,5350,24785,6965,1085,36920,5745,24805,6375,865,36295,6370,24120,5805,740,100,14.4,64.2,21.5,3.2,100,14.4,66.8,18.8,2.9,100,15.6,67.2,17.3,2.3,100,17.6,66.5,16,2,-2.6,-2.9,-6.5,11.3,7.8,-2.2,-9.6,-6.5,21.6,35.3,-0.5,-18.4,-3.9,33.5,58.1
580,Greater Sudbury,CMA,Ontario,35, ,4.1,00000,Both sexes,164690,25585,108950,30155,3870,163065,25430,111445,26190,3000,160735,27080,109825,23830,2295,158225,28975,107415,21840,1805,100,15.5,66.2,18.3,2.3,100,15.6,68.3,16.1,1.8,100,16.8,68.3,14.8,1.4,100,18.3,67.9,13.8,1.1,1,0.6,-2.2,15.1,29,2.5,-5.5,-0.8,26.5,68.6,4.1,-11.7,1.4,38.1,114.4
580,Greater Sudbury,CMA,Ontario,35, ,4.1,00000,Male,80590,13140,53925,13525,1300,79660,13015,55100,11540,985,78160,13835,53910,10415,755,76885,14725,52720,9445,565,100,16.3,66.9,16.8,1.6,100,16.3,69.2,14.5,1.2,100,17.7,69,13.3,1,100,19.2,68.6,12.3,0.7,1.2,1,-2.1,17.2,32,3.1,-5,0,29.9,72.2,4.8,-10.8,2.3,43.2,130.1
580,Greater Sudbury,CMA,Ontario,35, ,4.1,00000,Female,84100,12445,55025,16630,2570,83410,12410,56345,14655,2020,82575,13245,55910,13415,1540,81340,14250,54690,12400,1245,100,14.8,65.4,19.8,3.1,100,14.9,67.6,17.6,2.4,100,16,67.7,16.2,1.9,100,17.5,67.2,15.2,1.5,0.8,0.3,-2.3,13.5,27.2,1.8,-6,-1.6,24,66.9,3.4,-12.7,0.6,34.1,106.4
582,Elliot Lake,CA,Ontario,35, ,4.2,00000,Both sexes,10745,1110,5560,4070,380,11350,1150,6215,3985,320,11550,1245,6655,3655,160,11955,1710,7240,3010,125,100,10.3,51.7,37.9,3.5,100,10.1,54.8,35.1,2.8,100,10.8,57.6,31.6,1.4,100,14.3,60.6,25.2,1,-5.3,-3.5,-10.5,2.1,18.8,-7,-10.8,-16.5,11.4,137.5,-10.1,-35.1,-23.2,35.2,204
582,Elliot Lake,CA,Ontario,35, ,4.2,00000,Male,5145,550,2690,1900,145,5400,585,2925,1885,100,5560,640,3100,1815,60,5730,860,3405,1465,35,100,10.7,52.3,36.9,2.8,100,10.8,54.2,34.9,1.9,100,11.5,55.8,32.6,1.1,100,15,59.4,25.6,0.6,-4.7,-6,-8,0.8,45,-7.5,-14.1,-13.2,4.7,141.7,-10.2,-36,-21,29.7,314.3
582,Elliot Lake,CA,Ontario,35, ,4.2,00000,Female,5600,560,2870,2170,230,5945,565,3290,2095,215,5990,595,3550,1840,100,6225,845,3835,1545,90,100,10,51.3,38.8,4.1,100,9.5,55.3,35.2,3.6,100,9.9,59.3,30.7,1.7,100,13.6,61.6,24.8,1.4,-5.8,-0.9,-12.8,3.6,7,-6.5,-5.9,-19.2,17.9,130,-10,-33.7,-25.2,40.5,155.6
586,Timmins,CA,Ontario,35, ,3.7,00000,Both sexes,41785,7125,28315,6345,690,43165,7465,29750,5955,710,42995,7865,29685,5450,605,43690,8970,29660,5060,485,100,17.1,67.8,15.2,1.7,100,17.3,68.9,13.8,1.6,100,18.3,69,12.7,1.4,100,20.5,67.9,11.6,1.1,-3.2,-4.6,-4.8,6.5,-2.8,-2.8,-9.4,-4.6,16.4,14,-4.4,-20.6,-4.5,25.4,42.3
586,Timmins,CA,Ontario,35, ,3.7,00000,Male,20675,3635,14175,2865,220,21425,3860,14955,2600,215,21170,4025,14825,2315,175,21640,4600,14890,2150,130,100,17.6,68.6,13.9,1.1,100,18,69.8,12.1,1,100,19,70,10.9,0.8,100,21.3,68.8,9.9,0.6,-3.5,-5.8,-5.2,10.2,2.3,-2.3,-9.7,-4.4,23.8,25.7,-4.5,-21,-4.8,33.3,69.2
586,Timmins,CA,Ontario,35, ,3.7,00000,Female,21115,3495,14145,3480,465,21745,3600,14795,3350,495,21830,3840,14860,3130,435,22040,4365,14770,2905,355,100,16.6,67,16.5,2.2,100,16.6,68,15.4,2.3,100,17.6,68.1,14.3,2,100,19.8,67,13.2,1.6,-2.9,-2.9,-4.4,3.9,-6.1,-3.3,-9,-4.8,11.2,6.9,-4.2,-19.9,-4.2,19.8,31
590,Sault Ste. Marie,CA,Ontario,35, ,4.5,20000,Both sexes,78160,11300,49655,17205,2535,79800,11475,52910,15410,1995,80100,12410,53290,14395,1645,78910,13975,52085,12845,1270,100,14.5,63.5,22,3.2,100,14.4,66.3,19.3,2.5,100,15.5,66.5,18,2.1,100,17.7,66,16.3,1.6,-2.1,-1.5,-6.2,11.6,27.1,-2.4,-8.9,-6.8,19.5,54.1,-1,-19.1,-4.7,33.9,99.6
590,Sault Ste. Marie,CA,Ontario,35, ,4.5,20000,Male,37895,5845,24330,7720,885,38475,5935,25720,6825,665,38535,6410,25810,6315,490,37905,7220,25130,5550,400,100,15.4,64.2,20.4,2.3,100,15.4,66.8,17.7,1.7,100,16.6,67,16.4,1.3,100,19,66.3,14.6,1.1,-1.5,-1.5,-5.4,13.1,33.1,-1.7,-8.8,-5.7,22.2,80.6,0,-19,-3.2,39.1,121.3
590,Sault Ste. Marie,CA,Ontario,35, ,4.5,20000,Female,40265,5455,25325,9485,1650,41320,5545,27190,8585,1330,41565,6000,27480,8080,1155,41005,6760,26950,7295,870,100,13.5,62.9,23.6,4.1,100,13.4,65.8,20.8,3.2,100,14.4,66.1,19.4,2.8,100,16.5,65.7,17.8,2.1,-2.6,-1.6,-6.9,10.5,24.1,-3.1,-9.1,-7.8,17.4,42.9,-1.8,-19.3,-6,30,89.7
595,Thunder Bay,CMA,Ontario,35, ,4.4,00000,Both sexes,121620,17755,79845,24020,3600,121595,18005,82710,20885,3185,122910,20235,82980,19695,2515,121985,22245,81360,18380,1985,100,14.6,65.7,19.8,3,100,14.8,68,17.2,2.6,100,16.5,67.5,16,2,100,18.2,66.7,15.1,1.6,0,-1.4,-3.5,15,13,-1,-12.3,-3.8,22,43.1,-0.3,-20.2,-1.9,30.7,81.4
595,Thunder Bay,CMA,Ontario,35, ,4.4,00000,Male,59695,9140,39710,10835,1240,59245,9110,40920,9210,995,59885,10345,41020,8515,730,59735,11345,40555,7835,595,100,15.3,66.5,18.2,2.1,100,15.4,69.1,15.5,1.7,100,17.3,68.5,14.2,1.2,100,19,67.9,13.1,1,0.8,0.3,-3,17.6,24.6,-0.3,-11.6,-3.2,27.2,69.9,-0.1,-19.4,-2.1,38.3,108.4
595,Thunder Bay,CMA,Ontario,35, ,4.4,00000,Female,61930,8615,40130,13180,2360,62355,8890,41785,11675,2190,63020,9885,41960,11175,1780,62255,10895,40810,10550,1390,100,13.9,64.8,21.3,3.8,100,14.3,67,18.7,3.5,100,15.7,66.6,17.7,2.8,100,17.5,65.6,16.9,2.2,-0.7,-3.1,-4,12.9,7.8,-1.7,-12.8,-4.4,17.9,32.6,-0.5,-20.9,-1.7,24.9,69.8
598,Kenora,CA,Ontario,35, ,6.1,00000,Both sexes,15095,2420,9745,2925,440,15350,2405,10305,2635,430,15180,2575,10135,2465,340,15840,3090,10245,2500,340,100,16,64.6,19.4,2.9,100,15.7,67.1,17.2,2.8,100,17,66.8,16.2,2.2,100,19.5,64.7,15.8,2.1,-1.7,0.6,-5.4,11,2.3,-0.6,-6,-3.8,18.7,29.4,-4.7,-21.7,-4.9,17,29.4
598,Kenora,CA,Ontario,35, ,6.1,00000,Male,7385,1210,4820,1355,145,7545,1225,5165,1155,135,7410,1340,5035,1035,95,7700,1610,5055,1035,90,100,16.4,65.3,18.3,2,100,16.2,68.5,15.3,1.8,100,18.1,67.9,14,1.3,100,20.9,65.6,13.4,1.2,-2.1,-1.2,-6.7,17.3,7.4,-0.3,-9.7,-4.3,30.9,52.6,-4.1,-24.8,-4.6,30.9,61.1
598,Kenora,CA,Ontario,35, ,6.1,00000,Female,7715,1215,4925,1575,295,7805,1180,5145,1485,295,7770,1235,5095,1430,240,8140,1480,5190,1470,250,100,15.7,63.8,20.4,3.8,100,15.1,65.9,19,3.8,100,15.9,65.6,18.4,3.1,100,18.2,63.8,18.1,3.1,-1.2,3,-4.3,6.1,0,-0.7,-1.6,-3.3,10.1,22.9,-5.2,-17.9,-5.1,7.1,18
602,Winnipeg,CMA,Manitoba,46, ,3.3,00000,Both sexes,778490,132825,525580,120085,17945,730015,124840,502315,102855,16110,694670,123495,475235,95935,14040,676595,129490,454515,92585,12155,100,17.1,67.5,15.4,2.3,100,17.1,68.8,14.1,2.2,100,17.8,68.4,13.8,2,100,19.1,67.2,13.7,1.8,6.6,6.4,4.6,16.8,11.4,12.1,7.6,10.6,25.2,27.8,15.1,2.6,15.6,29.7,47.6
602,Winnipeg,CMA,Manitoba,46, ,3.3,00000,Male,381855,68210,261455,52190,5780,355950,63980,248550,43425,4765,337465,63360,234520,39585,4160,328620,66375,224880,37365,3385,100,17.9,68.5,13.7,1.5,100,18,69.8,12.2,1.3,100,18.8,69.5,11.7,1.2,100,20.2,68.4,11.4,1,7.3,6.6,5.2,20.2,21.3,13.2,7.7,11.5,31.8,38.9,16.2,2.8,16.3,39.7,70.8
602,Winnipeg,CMA,Manitoba,46, ,3.3,00000,Female,396630,64610,264130,67890,12165,374065,60860,253770,59430,11350,357205,60135,240720,56345,9880,347975,63115,229640,55220,8770,100,16.3,66.6,17.1,3.1,100,16.3,67.8,15.9,3,100,16.8,67.4,15.8,2.8,100,18.1,66,15.9,2.5,6,6.2,4.1,14.2,7.2,11,7.4,9.7,20.5,23.1,14,2.4,15,22.9,38.7
603,Winkler,CA,Manitoba,46, ,3.5,00000,Both sexes,30300,7710,18850,3740,675,26835,6950,16565,3325,675,22045,5535,13555,2960,525,19220,4700,11780,2745,425,100,25.4,62.2,12.3,2.2,100,25.9,61.7,12.4,2.5,100,25.1,61.5,13.4,2.4,100,24.5,61.3,14.3,2.2,12.9,10.9,13.8,12.5,0,37.4,39.3,39.1,26.4,28.6,57.6,64,60,36.2,58.8
603,Winkler,CA,Manitoba,46, ,3.5,00000,Male,14995,3965,9390,1645,235,13260,3570,8260,1425,225,10870,2795,6810,1265,200,9475,2375,5925,1175,170,100,26.4,62.6,11,1.6,100,26.9,62.3,10.7,1.7,100,25.7,62.6,11.6,1.8,100,25.1,62.5,12.4,1.8,13.1,11.1,13.7,15.4,4.4,37.9,41.9,37.9,30,17.5,58.3,66.9,58.5,40,38.2
603,Winkler,CA,Manitoba,46, ,3.5,00000,Female,15300,3745,9460,2095,440,13575,3375,8300,1895,450,11180,2740,6745,1695,330,9750,2325,5860,1565,255,100,24.5,61.8,13.7,2.9,100,24.9,61.1,14,3.3,100,24.5,60.3,15.2,3,100,23.8,60.1,16.1,2.6,12.7,11,14,10.6,-2.2,36.9,36.7,40.3,23.6,33.3,56.9,61.1,61.4,33.9,72.5
605,Steinbach,CA,Manitoba,46, ,2.9,00000,Both sexes,15830,3465,9815,2545,470,13525,2865,8495,2160,430,11070,2245,7000,1825,345,9225,1825,5760,1640,290,100,21.9,62,16.1,3,100,21.2,62.8,16,3.2,100,20.3,63.2,16.5,3.1,100,19.8,62.4,17.8,3.1,17,20.9,15.5,17.8,9.3,43,54.3,40.2,39.5,36.2,71.6,89.9,70.4,55.2,62.1
605,Steinbach,CA,Manitoba,46, ,2.9,00000,Male,7595,1770,4770,1050,160,6470,1465,4135,875,145,5310,1130,3455,730,120,4435,955,2840,640,90,100,23.3,62.8,13.8,2.1,100,22.6,63.9,13.5,2.2,100,21.3,65.1,13.7,2.3,100,21.5,64,14.4,2,17.4,20.8,15.4,20,10.3,43,56.6,38.1,43.8,33.3,71.3,85.3,68,64.1,77.8
605,Steinbach,CA,Manitoba,46, ,2.9,00000,Female,8235,1700,5040,1500,310,7055,1400,4365,1295,285,5755,1115,3550,1090,220,4790,870,2920,1000,200,100,20.6,61.2,18.2,3.8,100,19.8,61.9,18.4,4,100,19.4,61.7,18.9,3.8,100,18.2,61,20.9,4.2,16.7,21.4,15.5,15.8,8.8,43.1,52.5,42,37.6,40.9,71.9,95.4,72.6,50,55
607,Portage la Prairie,CA,Manitoba,46, ,4.9,00000,Both sexes,13300,2600,8210,2490,445,12995,2450,8275,2270,420,12725,2525,8010,2185,395,12980,2665,8060,2250,370,100,19.5,61.7,18.7,3.3,100,18.9,63.7,17.5,3.2,100,19.8,62.9,17.2,3.1,100,20.5,62.1,17.3,2.9,2.3,6.1,-0.8,9.7,6,4.5,3,2.5,14,12.7,2.5,-2.4,1.9,10.7,20.3
607,Portage la Prairie,CA,Manitoba,46, ,4.9,00000,Male,6365,1305,4035,1025,125,6170,1265,3980,930,125,6035,1285,3880,875,120,6130,1345,3890,895,115,100,20.5,63.4,16.1,2,100,20.5,64.5,15.1,2,100,21.3,64.3,14.5,2,100,21.9,63.5,14.6,1.9,3.2,3.2,1.4,10.2,0,5.5,1.6,4,17.1,4.2,3.8,-3,3.7,14.5,8.7
607,Portage la Prairie,CA,Manitoba,46, ,4.9,00000,Female,6935,1300,4175,1460,320,6825,1190,4295,1340,295,6690,1240,4130,1315,275,6845,1320,4175,1355,255,100,18.7,60.2,21.1,4.6,100,17.4,62.9,19.6,4.3,100,18.5,61.7,19.7,4.1,100,19.3,61,19.8,3.7,1.6,9.2,-2.8,9,8.5,3.7,4.8,1.1,11,16.4,1.3,-1.5,0,7.7,25.5
610,Brandon,CA,Manitoba,46, ,3.6,00000,Both sexes,58005,11270,38130,8600,1465,54845,10215,37245,7385,1225,49825,8720,33815,7290,1195,47900,9165,31680,7055,1000,100,19.4,65.7,14.8,2.5,100,18.6,67.9,13.5,2.2,100,17.5,67.9,14.6,2.4,100,19.1,66.1,14.7,2.1,5.8,10.3,2.4,16.5,19.6,16.4,29.2,12.8,18,22.6,21.1,23,20.4,21.9,46.5
610,Brandon,CA,Manitoba,46, ,3.6,00000,Male,28275,5790,18815,3670,480,26690,5170,18360,3155,400,23950,4415,16530,3005,375,22895,4620,15390,2885,295,100,20.5,66.5,13,1.7,100,19.4,68.8,11.8,1.5,100,18.4,69,12.5,1.6,100,20.2,67.2,12.6,1.3,5.9,12,2.5,16.3,20,18.1,31.1,13.8,22.1,28,23.5,25.3,22.3,27.2,62.7
610,Brandon,CA,Manitoba,46, ,3.6,00000,Female,29725,5485,19320,4930,985,28155,5045,18885,4230,820,25870,4305,17285,4285,825,25005,4545,16290,4170,705,100,18.5,65,16.6,3.3,100,17.9,67.1,15,2.9,100,16.6,66.8,16.6,3.2,100,18.2,65.1,16.7,2.8,5.6,8.7,2.3,16.5,20.1,14.9,27.4,11.8,15.1,19.4,18.9,20.7,18.6,18.2,39.7
640,Thompson,CA,Manitoba,46, ,5.0,00100,Both sexes,13680,3495,9390,790,40,12825,3175,9070,585,25,13445,3605,9425,415,20,13260,3735,9210,315,15,100,25.5,68.6,5.8,0.3,100,24.8,70.7,4.6,0.2,100,26.8,70.1,3.1,0.1,100,28.2,69.5,2.4,0.1,6.7,10.1,3.5,35,60,1.7,-3.1,-0.4,90.4,100,3.2,-6.4,2,150.8,166.7
640,Thompson,CA,Manitoba,46, ,5.0,00100,Male,6915,1750,4770,400,20,6525,1590,4650,295,10,6880,1850,4810,220,5,6655,1875,4625,160,5,100,25.3,69,5.8,0.3,100,24.4,71.3,4.5,0.2,100,26.9,69.9,3.2,0.1,100,28.2,69.5,2.4,0.1,6,10.1,2.6,35.6,100,0.5,-5.4,-0.8,81.8,300,3.9,-6.7,3.1,150,300
640,Thompson,CA,Manitoba,46, ,5.0,00100,Female,6760,1750,4620,395,25,6305,1580,4420,290,15,6565,1750,4615,200,10,6600,1855,4585,155,10,100,25.9,68.3,5.8,0.4,100,25.1,70.1,4.6,0.2,100,26.7,70.3,3,0.2,100,28.1,69.5,2.3,0.2,7.2,10.8,4.5,36.2,66.7,3,0,0.1,97.5,150,2.4,-5.7,0.8,154.8,150
705,Regina,CMA,Saskatchewan,47, ,3.9,00000,Both sexes,236490,44105,160195,32190,4875,211550,37360,146490,27700,4390,195950,35135,135040,25780,3765,193840,38590,130960,24285,3120,100,18.6,67.7,13.6,2.1,100,17.7,69.2,13.1,2.1,100,17.9,68.9,13.2,1.9,100,19.9,67.6,12.5,1.6,11.8,18.1,9.4,16.2,11,20.7,25.5,18.6,24.9,29.5,22,14.3,22.3,32.6,56.3
705,Regina,CMA,Saskatchewan,47, ,3.9,00000,Male,116885,22575,80365,13950,1635,103520,19090,72720,11710,1335,94615,17795,66110,10710,1110,93825,19755,64145,9925,855,100,19.3,68.8,11.9,1.4,100,18.4,70.2,11.3,1.3,100,18.8,69.9,11.3,1.2,100,21.1,68.4,10.6,0.9,12.9,18.3,10.5,19.1,22.5,23.5,26.9,21.6,30.3,47.3,24.6,14.3,25.3,40.6,91.2
705,Regina,CMA,Saskatchewan,47, ,3.9,00000,Female,119600,21530,79830,18235,3235,108030,18265,73770,15995,3060,101335,17340,68925,15075,2655,100010,18830,66815,14365,2265,100,18,66.7,15.2,2.7,100,16.9,68.3,14.8,2.8,100,17.1,68,14.9,2.6,100,18.8,66.8,14.4,2.3,10.7,17.9,8.2,14,5.7,18,24.2,15.8,21,21.8,19.6,14.3,19.5,26.9,42.8
710,Yorkton,CA,Saskatchewan,47, ,4.9,00000,Both sexes,18905,3430,11735,3735,680,18240,3170,11370,3690,720,17435,3050,10735,3660,660,17555,3300,10685,3570,615,100,18.1,62.1,19.8,3.6,100,17.4,62.3,20.2,3.9,100,17.5,61.6,21,3.8,100,18.8,60.9,20.3,3.5,3.6,8.2,3.2,1.2,-5.6,8.4,12.5,9.3,2,3,7.7,3.9,9.8,4.6,10.6
710,Yorkton,CA,Saskatchewan,47, ,4.9,00000,Male,9155,1770,5825,1565,225,8675,1615,5545,1510,225,8245,1595,5175,1475,225,8245,1655,5120,1465,215,100,19.3,63.6,17.1,2.5,100,18.6,63.9,17.4,2.6,100,19.3,62.8,17.9,2.7,100,20.1,62.1,17.8,2.6,5.5,9.6,5,3.6,0,11,11,12.6,6.1,0,11,6.9,13.8,6.8,4.7
710,Yorkton,CA,Saskatchewan,47, ,4.9,00000,Female,9750,1665,5910,2175,455,9565,1555,5825,2180,490,9190,1455,5560,2180,435,9310,1645,5565,2100,405,100,17.1,60.6,22.3,4.7,100,16.3,60.9,22.8,5.1,100,15.8,60.5,23.7,4.7,100,17.7,59.8,22.6,4.4,1.9,7.1,1.5,-0.2,-7.1,6.1,14.4,6.3,-0.2,4.6,4.7,1.2,6.2,3.6,12.3
715,Moose Jaw,CA,Saskatchewan,47, ,4.7,00000,Both sexes,35050,6275,22105,6675,1310,34420,5825,22195,6405,1335,33360,5850,21050,6455,1275,33520,6265,20840,6420,985,100,17.9,63.1,19,3.7,100,16.9,64.5,18.6,3.9,100,17.5,63.1,19.3,3.8,100,18.7,62.2,19.2,2.9,1.8,7.7,-0.4,4.2,-1.9,5.1,7.3,5,3.4,2.7,4.6,0.2,6.1,4,33
715,Moose Jaw,CA,Saskatchewan,47, ,4.7,00000,Male,17125,3225,11030,2865,415,16625,2925,11020,2680,425,15960,2945,10430,2590,375,16115,3215,10350,2545,295,100,18.8,64.4,16.7,2.4,100,17.6,66.3,16.1,2.6,100,18.5,65.4,16.2,2.3,100,20,64.2,15.8,1.8,3,10.3,0.1,6.9,-2.4,7.3,9.5,5.8,10.6,10.7,6.3,0.3,6.6,12.6,40.7
715,Moose Jaw,CA,Saskatchewan,47, ,4.7,00000,Female,17930,3045,11075,3810,895,17795,2900,11180,3720,915,17395,2905,10625,3870,900,17405,3050,10485,3870,690,100,17,61.8,21.2,5,100,16.3,62.8,20.9,5.1,100,16.7,61.1,22.2,5.2,100,17.5,60.2,22.2,4,0.8,5,-0.9,2.4,-2.2,3.1,4.8,4.2,-1.6,-0.6,3,-0.2,5.6,-1.6,29.7
720,Swift Current,CA,Saskatchewan,47, ,5.2,00000,Both sexes,18535,3150,11850,3540,680,17535,2990,11230,3315,635,16530,2810,10370,3350,615,16525,2925,10310,3290,495,100,17,63.9,19.1,3.7,100,17.1,64,18.9,3.6,100,17,62.7,20.3,3.7,100,17.7,62.4,19.9,3,5.7,5.4,5.5,6.8,7.1,12.1,12.1,14.3,5.7,10.6,12.2,7.7,14.9,7.6,37.4
720,Swift Current,CA,Saskatchewan,47, ,5.2,00000,Male,9145,1650,5940,1550,245,8515,1555,5570,1390,215,8015,1460,5165,1395,220,7895,1460,5065,1365,170,100,18,65,16.9,2.7,100,18.3,65.4,16.3,2.5,100,18.2,64.4,17.4,2.7,100,18.5,64.2,17.3,2.2,7.4,6.1,6.6,11.5,14,14.1,13,15,11.1,11.4,15.8,13,17.3,13.6,44.1
