"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"6001","Yukon","Territory","Yukon","60","6.7","00100","15 to 24","3860","3105","0","750","5","100","80.4","0","19.4","0.1"
"6001","Yukon","Territory","Yukon","60","6.7","00100","15 to 19","1915","1445","0","465","0","100","75.5","0","24.3","0"
"6001","Yukon","Territory","Yukon","60","6.7","00100","20 to 24","1950","1660","0","280","5","100","85.1","0","14.4","0.3"
"6001","Yukon","Territory","Yukon","60","6.7","00100","25 to 44","10505","8780","10","1690","25","100","83.6","0.1","16.1","0.2"
"6001","Yukon","Territory","Yukon","60","6.7","00100","45 to 64","10810","9615","15","1135","50","100","88.9","0.1","10.5","0.5"
"6001","Yukon","Territory","Yukon","60","6.7","00100","65 and over","4135","3745","5","345","40","100","90.6","0.1","8.3","1"
"6001","Yukon","Territory","Yukon","60","6.7","00100","65 to 74","2905","2615","0","270","15","100","90","0","9.3","0.5"
"6001","Yukon","Territory","Yukon","60","6.7","00100","75 and over","1225","1125","5","75","20","100","91.8","0.4","6.1","1.6"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","Total","6265","5980","0","280","0","100","95.5","0","4.5","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","0 to 14","1540","1465","0","75","0","100","95.1","0","4.9","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","0 to 4","575","565","0","10","0","100","98.3","0","1.7","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","5 to 9","540","505","0","35","0","100","93.5","0","6.5","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","10 to 14","425","390","0","30","0","100","91.8","0","7.1","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","15 to 24","895","870","0","20","0","100","97.2","0","2.2","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","15 to 19","430","410","0","20","0","100","95.3","0","4.7","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","20 to 24","460","460","0","5","0","100","100","0","1.1","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","25 to 44","1855","1745","0","110","0","100","94.1","0","5.9","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","45 to 64","1485","1420","0","70","0","100","95.6","0","4.7","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","65 and over","495","480","0","10","5","100","97","0","2","1"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","65 to 74","330","315","0","5","0","100","95.5","0","1.5","0"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","75 and over","165","165","0","0","0","100","100","0","0","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","Total","2435","2320","0","90","20","100","95.3","0","3.7","0.8"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","0 to 14","555","540","0","15","5","100","97.3","0","2.7","0.9"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","0 to 4","185","175","0","0","0","100","94.6","0","0","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","5 to 9","180","170","0","5","0","100","94.4","0","2.8","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","10 to 14","195","195","0","5","0","100","100","0","2.6","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","15 to 24","370","360","0","10","0","100","97.3","0","2.7","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","15 to 19","170","170","0","0","0","100","100","0","0","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","20 to 24","200","190","0","5","0","100","95","0","2.5","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","25 to 44","720","675","0","45","0","100","93.8","0","6.3","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","45 to 64","570","550","0","20","0","100","96.5","0","3.5","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","65 and over","215","195","0","5","20","100","90.7","0","2.3","9.3"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","65 to 74","135","130","0","5","0","100","96.3","0","3.7","0"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","75 and over","80","60","0","0","15","100","75","0","0","18.8"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","Total","2745","2665","0","20","55","100","97.1","0","0.7","2"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","0 to 14","805","800","0","5","0","100","99.4","0","0.6","0"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","0 to 4","270","265","0","0","5","100","98.1","0","0","1.9"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","5 to 9","285","280","0","0","0","100","98.2","0","0","0"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","10 to 14","250","250","0","0","0","100","100","0","0","0"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","15 to 24","480","475","0","5","0","100","99","0","1","0"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","15 to 19","245","245","0","0","0","100","100","0","0","0"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","20 to 24","235","230","0","5","0","100","97.9","0","2.1","0"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","25 to 44","750","740","0","5","5","100","98.7","0","0.7","0.7"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","45 to 64","525","510","0","5","10","100","97.1","0","1","1.9"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","65 and over","190","145","0","0","40","100","76.3","0","0","21.1"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","65 to 74","120","105","0","5","15","100","87.5","0","4.2","12.5"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","75 and over","70","40","0","0","30","100","57.1","0","0","42.9"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","Total","3140","3025","5","90","25","100","96.3","0.2","2.9","0.8"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","0 to 14","610","605","0","5","0","100","99.2","0","0.8","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","0 to 4","205","200","0","0","0","100","97.6","0","0","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","5 to 9","190","190","0","5","0","100","100","0","2.6","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","10 to 14","220","215","0","0","0","100","97.7","0","0","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","15 to 24","440","435","0","10","0","100","98.9","0","2.3","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","15 to 19","225","225","0","5","0","100","100","0","2.2","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","20 to 24","215","210","0","5","0","100","97.7","0","2.3","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","25 to 44","830","800","0","30","0","100","96.4","0","3.6","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","45 to 64","945","910","0","35","0","100","96.3","0","3.7","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","65 and over","305","275","5","10","20","100","90.2","1.6","3.3","6.6"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","65 to 74","205","190","0","10","0","100","92.7","0","4.9","0"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","75 and over","100","80","0","0","15","100","80","0","0","15"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","Total","6875","6350","5","515","10","100","92.4","0.1","7.5","0.1"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","0 to 14","1365","1195","5","170","0","100","87.5","0.4","12.5","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","0 to 4","450","420","0","30","0","100","93.3","0","6.7","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","5 to 9","480","425","0","55","0","100","88.5","0","11.5","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","10 to 14","430","350","0","85","0","100","81.4","0","19.8","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","15 to 24","935","870","0","60","0","100","93","0","6.4","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","15 to 19","445","410","0","40","0","100","92.1","0","9","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","20 to 24","485","460","0","25","0","100","94.8","0","5.2","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","25 to 44","1900","1755","0","135","5","100","92.4","0","7.1","0.3"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","45 to 64","1925","1830","0","90","10","100","95.1","0","4.7","0.5"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","65 and over","755","695","0","60","0","100","92.1","0","7.9","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","65 to 74","530","495","0","30","0","100","93.4","0","5.7","0"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","75 and over","225","200","0","25","5","100","88.9","0","11.1","2.2"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","Total","19925","16515","55","3275","80","100","82.9","0.3","16.4","0.4"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","0 to 14","3975","3080","35","845","15","100","77.5","0.9","21.3","0.4"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","0 to 4","1430","1315","25","85","10","100","92","1.7","5.9","0.7"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","5 to 9","1335","965","5","360","5","100","72.3","0.4","27","0.4"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","10 to 14","1210","805","5","400","0","100","66.5","0.4","33.1","0"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","15 to 24","2585","2030","5","545","0","100","78.5","0.2","21.1","0"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","15 to 19","1140","840","0","295","5","100","73.7","0","25.9","0.4"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","20 to 24","1445","1190","5","255","0","100","82.4","0.3","17.6","0"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","25 to 44","6775","5585","5","1170","15","100","82.4","0.1","17.3","0.2"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","45 to 64","5475","4815","15","615","20","100","87.9","0.3","11.2","0.4"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","65 and over","1115","995","0","100","25","100","89.2","0","9","2.2"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","65 to 74","880","790","0","85","5","100","89.8","0","9.7","0.6"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","75 and over","235","205","0","15","20","100","87.2","0","6.4","8.5"
"6204","Baffin","Region","Nunavut","62","8.8","00100","Total","18830","16160","50","1215","1410","100","85.8","0.3","6.5","7.5"
"6204","Baffin","Region","Nunavut","62","8.8","00100","0 to 14","5970","4820","30","215","905","100","80.7","0.5","3.6","15.2"
"6204","Baffin","Region","Nunavut","62","8.8","00100","0 to 4","2145","1500","20","55","565","100","69.9","0.9","2.6","26.3"
"6204","Baffin","Region","Nunavut","62","8.8","00100","5 to 9","2135","1775","10","85","260","100","83.1","0.5","4","12.2"
"6204","Baffin","Region","Nunavut","62","8.8","00100","10 to 14","1695","1540","0","75","80","100","90.9","0","4.4","4.7"
"6204","Baffin","Region","Nunavut","62","8.8","00100","15 to 24","3050","2890","0","115","40","100","94.8","0","3.8","1.3"
"6204","Baffin","Region","Nunavut","62","8.8","00100","15 to 19","1525","1455","0","45","20","100","95.4","0","3","1.3"
"6204","Baffin","Region","Nunavut","62","8.8","00100","20 to 24","1520","1430","0","70","20","100","94.1","0","4.6","1.3"
"6204","Baffin","Region","Nunavut","62","8.8","00100","25 to 44","5755","5155","15","540","55","100","89.6","0.3","9.4","1"
"6204","Baffin","Region","Nunavut","62","8.8","00100","45 to 64","3390","2960","5","295","130","100","87.3","0.1","8.7","3.8"
"6204","Baffin","Region","Nunavut","62","8.8","00100","65 and over","670","340","0","50","275","100","50.7","0","7.5","41"
"6204","Baffin","Region","Nunavut","62","8.8","00100","65 to 74","510","300","0","40","165","100","58.8","0","7.8","32.4"
"6204","Baffin","Region","Nunavut","62","8.8","00100","75 and over","160","40","0","5","115","100","25","0","3.1","71.9"
"6205","Keewatin","Region","Nunavut","62","6.9","00100","Total","10335","9565","10","200","565","100","92.5","0.1","1.9","5.5"
"6205","Keewatin","Region","Nunavut","62","6.9","00100","0 to 14","3535","3125","0","20","390","100","88.4","0","0.6","11"
"6205","Keewatin","Region","Nunavut","62","6.9","00100","0 to 4","1240","1000","0","5","235","100","80.6","0","0.4","19"
"6205","Keewatin","Region","Nunavut","62","6.9","00100","5 to 9","1235","1110","0","5","115","100","89.9","0","0.4","9.3"
"6205","Keewatin","Region","Nunavut","62","6.9","00100","10 to 14","1060","1010","0","5","45","100","95.3","0","0.5","4.2"
"6205","Keewatin","Region","Nunavut","62","6.9","00100","15 to 24","1945","1905","0","10","25","100","97.9","0","0.5","1.3"
