"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Mother tongue - Total (2016 counts)","Mother tongue - English (2016 counts)","Mother tongue - French (2016 counts)","Mother tongue - Non-official language (2016 counts)","Mother tongue - English and French (2016 counts)","Mother tongue - English and non-official language (2016 counts)","Mother tongue - French and non-official language (2016 counts)","Mother tongue - English, French and non-official language (2016 counts)","Mother tongue - Total (% distribution (2016))","Mother tongue - English (% distribution (2016))","Mother tongue - French (% distribution (2016))","Mother tongue - Non-official language (% distribution (2016))","Mother tongue - English and French (% distribution (2016))","Mother tongue - English and non-official language (% distribution (2016))","Mother tongue - French and non-official language (% distribution (2016))","Mother tongue - English, French and non-official language (% distribution (2016))"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","25 to 44","12700","9520","2135","730","245","60","5","5","100","75","16.8","5.7","1.9","0.5","0","0"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","45 to 64","17360","11855","4300","885","275","40","5","5","100","68.3","24.8","5.1","1.6","0.2","0","0"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","65 and over","12535","7615","3940","735","210","25","0","5","100","60.7","31.4","5.9","1.7","0.2","0","0"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","65 to 74","7230","4515","2220","365","120","15","0","5","100","62.4","30.7","5","1.7","0.2","0","0.1"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","75 and over","5300","3100","1725","375","95","10","0","0","100","58.5","32.5","7.1","1.8","0.2","0","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","Total","11750","1725","9300","445","220","35","25","15","100","14.7","79.1","3.8","1.9","0.3","0.2","0.1"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","0 to 14","1590","270","1180","75","40","10","10","5","100","17","74.2","4.7","2.5","0.6","0.6","0.3"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","0 to 4","460","75","340","25","10","5","5","5","100","16.3","73.9","5.4","2.2","1.1","1.1","1.1"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","5 to 9","580","100","430","30","5","5","0","0","100","17.2","74.1","5.2","0.9","0.9","0","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","10 to 14","555","95","410","25","20","5","5","0","100","17.1","73.9","4.5","3.6","0.9","0.9","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","15 to 24","1165","180","910","40","25","10","0","0","100","15.5","78.1","3.4","2.1","0.9","0","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","15 to 19","565","90","430","30","5","5","5","5","100","15.9","76.1","5.3","0.9","0.9","0.9","0.9"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","20 to 24","605","90","485","15","15","5","0","0","100","14.9","80.2","2.5","2.5","0.8","0","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","25 to 44","2240","345","1720","120","50","5","5","0","100","15.4","76.8","5.4","2.2","0.2","0.2","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","45 to 64","3775","520","3075","110","55","5","5","0","100","13.8","81.5","2.9","1.5","0.1","0.1","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","65 and over","2980","405","2415","100","50","5","5","0","100","13.6","81","3.4","1.7","0.2","0.2","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","65 to 74","1715","220","1410","50","30","5","0","0","100","12.8","82.2","2.9","1.7","0.3","0","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","75 and over","1260","185","1005","50","20","0","0","0","100","14.7","79.8","4","1.6","0","0","0"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","Total","1309210","635215","397125","232925","18795","16050","6055","3050","100","48.5","30.3","17.8","1.4","1.2","0.5","0.2"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","0 to 14","227075","118665","68195","26940","6090","4565","1375","1250","100","52.3","30","11.9","2.7","2","0.6","0.6"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","0 to 4","72380","37460","21765","8420","2220","1625","465","420","100","51.8","30.1","11.6","3.1","2.2","0.6","0.6"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","5 to 9","79015","41230","24390","8905","2055","1530","490","415","100","52.2","30.9","11.3","2.6","1.9","0.6","0.5"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","10 to 14","75680","39970","22040","9615","1815","1410","420","420","100","52.8","29.1","12.7","2.4","1.9","0.6","0.6"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","15 to 24","171690","89830","47250","27105","3105","2860","890","650","100","52.3","27.5","15.8","1.8","1.7","0.5","0.4"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","15 to 19","79300","41430","22330","11860","1510","1370","435","365","100","52.2","28.2","15","1.9","1.7","0.5","0.5"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","20 to 24","92390","48400","24920","15245","1600","1485","455","290","100","52.4","27","16.5","1.7","1.6","0.5","0.3"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","25 to 44","348935","166795","99185","70595","5005","4730","1910","710","100","47.8","28.4","20.2","1.4","1.4","0.5","0.2"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","45 to 64","373415","172105","120785","72675","3065","2930","1505","345","100","46.1","32.3","19.5","0.8","0.8","0.4","0.1"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","65 and over","188100","87820","61705","35610","1530","970","375","90","100","46.7","32.8","18.9","0.8","0.5","0.2","0"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","65 to 74","114465","54460","38690","19555","870","580","245","65","100","47.6","33.8","17.1","0.8","0.5","0.2","0.1"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","75 and over","73635","33360","23010","16050","660","385","135","30","100","45.3","31.2","21.8","0.9","0.5","0.2","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","Total","15780","14635","590","450","75","35","0","0","100","92.7","3.7","2.9","0.5","0.2","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","0 to 14","2405","2340","30","20","15","10","0","0","100","97.3","1.2","0.8","0.6","0.4","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","0 to 4","765","740","10","10","10","0","0","0","100","96.7","1.3","1.3","1.3","0","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","5 to 9","820","805","5","10","5","0","0","0","100","98.2","0.6","1.2","0.6","0","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","10 to 14","825","795","10","5","0","5","0","0","100","96.4","1.2","0.6","0","0.6","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","15 to 24","1610","1580","15","15","5","0","0","0","100","98.1","0.9","0.9","0.3","0","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","15 to 19","805","790","5","5","0","0","0","0","100","98.1","0.6","0.6","0","0","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","20 to 24","805","785","5","10","0","0","0","0","100","97.5","0.6","1.2","0","0","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","25 to 44","3425","3195","110","100","10","10","0","0","100","93.3","3.2","2.9","0.3","0.3","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","45 to 64","4965","4545","240","150","15","10","0","5","100","91.5","4.8","3","0.3","0.2","0","0.1"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","65 and over","3375","2975","200","160","30","5","0","0","100","88.1","5.9","4.7","0.9","0.1","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","65 to 74","2030","1820","130","65","10","0","0","0","100","89.7","6.4","3.2","0.5","0","0","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","75 and over","1340","1155","70","100","15","5","0","0","100","86.2","5.2","7.5","1.1","0.4","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","Total","30870","28185","1315","1045","220","85","10","5","100","91.3","4.3","3.4","0.7","0.3","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","0 to 14","5235","5000","95","50","65","25","0","0","100","95.5","1.8","1","1.2","0.5","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","0 to 4","1660","1580","30","20","20","5","0","0","100","95.2","1.8","1.2","1.2","0.3","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","5 to 9","1750","1670","30","20","20","10","0","5","100","95.4","1.7","1.1","1.1","0.6","0","0.3"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","10 to 14","1835","1760","40","10","20","5","0","0","100","95.9","2.2","0.5","1.1","0.3","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","15 to 24","3325","3155","95","50","20","5","0","0","100","94.9","2.9","1.5","0.6","0.2","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","15 to 19","1780","1665","60","40","15","5","0","0","100","93.5","3.4","2.2","0.8","0.3","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","20 to 24","1545","1490","35","15","5","0","0","0","100","96.4","2.3","1","0.3","0","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","25 to 44","7050","6450","295","210","55","30","0","0","100","91.5","4.2","3","0.8","0.4","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","45 to 64","9860","8845","530","400","55","25","0","0","100","89.7","5.4","4.1","0.6","0.3","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","65 and over","5395","4730","300","335","25","10","0","0","100","87.7","5.6","6.2","0.5","0.2","0","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","65 to 74","3485","3080","210","180","10","5","5","0","100","88.4","6","5.2","0.3","0.1","0.1","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","75 and over","1915","1650","90","150","10","0","0","0","100","86.2","4.7","7.8","0.5","0","0","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","Total","37885","34795","1070","1750","130","135","0","10","100","91.8","2.8","4.6","0.3","0.4","0","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","0 to 14","5140","4940","75","75","25","20","0","5","100","96.1","1.5","1.5","0.5","0.4","0","0.1"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","0 to 4","1505","1455","15","20","10","5","0","5","100","96.7","1","1.3","0.7","0.3","0","0.3"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","5 to 9","1705","1635","30","25","10","10","0","5","100","95.9","1.8","1.5","0.6","0.6","0","0.3"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","10 to 14","1925","1850","35","30","5","5","0","0","100","96.1","1.8","1.6","0.3","0.3","0","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","15 to 24","4285","4090","60","115","15","10","0","0","100","95.4","1.4","2.7","0.4","0.2","0","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","15 to 19","2220","2090","40","75","5","5","0","5","100","94.1","1.8","3.4","0.2","0.2","0","0.2"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","20 to 24","2070","1995","20","35","10","5","0","0","100","96.4","1","1.7","0.5","0.2","0","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","25 to 44","7510","7000","175","280","25","30","0","0","100","93.2","2.3","3.7","0.3","0.4","0","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","45 to 64","11960","10915","425","535","40","45","0","5","100","91.3","3.6","4.5","0.3","0.4","0","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","65 and over","8985","7845","335","745","30","35","0","5","100","87.3","3.7","8.3","0.3","0.4","0","0.1"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","65 to 74","5190","4630","210","315","15","20","0","0","100","89.2","4","6.1","0.3","0.4","0","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","75 and over","3800","3220","120","435","15","15","0","0","100","84.7","3.2","11.4","0.4","0.4","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","Total","22715","20345","1410","735","175","50","10","0","100","89.6","6.2","3.2","0.8","0.2","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","0 to 14","3470","3245","140","40","40","5","5","0","100","93.5","4","1.2","1.2","0.1","0.1","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","0 to 4","1150","1075","45","10","15","5","0","0","100","93.5","3.9","0.9","1.3","0.4","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","5 to 9","1175","1080","55","15","20","0","0","0","100","91.9","4.7","1.3","1.7","0","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","10 to 14","1150","1085","40","20","5","0","0","0","100","94.3","3.5","1.7","0.4","0","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","15 to 24","2585","2410","105","35","30","5","0","0","100","93.2","4.1","1.4","1.2","0.2","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","15 to 19","1215","1125","55","20","15","0","5","0","100","92.6","4.5","1.6","1.2","0","0.4","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","20 to 24","1370","1280","50","15","20","0","0","0","100","93.4","3.6","1.1","1.5","0","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","25 to 44","5230","4740","300","130","40","15","0","0","100","90.6","5.7","2.5","0.8","0.3","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","45 to 64","6780","6035","470","215","40","15","5","0","100","89","6.9","3.2","0.6","0.2","0.1","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","65 and over","4655","3915","390","315","20","15","0","0","100","84.1","8.4","6.8","0.4","0.3","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","65 to 74","2530","2165","215","125","15","10","0","0","100","85.6","8.5","4.9","0.6","0.4","0","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","75 and over","2125","1750","175","185","5","10","0","0","100","82.4","8.2","8.7","0.2","0.5","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","Total","17185","14760","1615","600","140","65","5","0","100","85.9","9.4","3.5","0.8","0.4","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","0 to 14","3820","3395","305","50","50","25","0","0","100","88.9","8","1.3","1.3","0.7","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","0 to 4","1565","1390","120","25","20","10","0","0","100","88.8","7.7","1.6","1.3","0.6","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","5 to 9","1310","1160","115","15","15","10","0","0","100","88.5","8.8","1.1","1.1","0.8","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","10 to 14","945","850","70","10","5","10","0","0","100","89.9","7.4","1.1","0.5","1.1","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","15 to 24","2300","2025","205","45","20","0","0","0","100","88","8.9","2","0.9","0","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","15 to 19","880","805","65","5","0","0","0","0","100","91.5","7.4","0.6","0","0","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","20 to 24","1420","1225","135","40","20","0","0","0","100","86.3","9.5","2.8","1.4","0","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","25 to 44","6355","5260","745","270","55","30","0","0","100","82.8","11.7","4.2","0.9","0.5","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","45 to 64","3310","2880","280","125","15","10","0","0","100","87","8.5","3.8","0.5","0.3","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","65 and over","1400","1200","85","105","10","0","0","0","100","85.7","6.1","7.5","0.7","0","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","65 to 74","870","745","50","65","5","0","0","0","100","85.6","5.7","7.5","0.6","0","0","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","75 and over","535","455","35","45","0","5","0","0","100","85","6.5","8.4","0","0.9","0","0"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","Total","157190","136345","5065","13815","715","1080","100","70","100","86.7","3.2","8.8","0.5","0.7","0.1","0"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","0 to 14","23900","21840","650","910","225","230","20","30","100","91.4","2.7","3.8","0.9","1","0.1","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","0 to 4","7620","6920","180","305","85","120","10","5","100","90.8","2.4","4","1.1","1.6","0.1","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","5 to 9","8280","7580","235","295","80","65","5","15","100","91.5","2.8","3.6","1","0.8","0.1","0.2"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","10 to 14","8000","7340","235","305","60","45","5","5","100","91.8","2.9","3.8","0.8","0.6","0.1","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","15 to 24","20100","17990","490","1305","115","175","10","15","100","89.5","2.4","6.5","0.6","0.9","0","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","15 to 19","8910","8045","225","500","50","80","5","5","100","90.3","2.5","5.6","0.6","0.9","0.1","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","20 to 24","11190","9945","265","805","65","95","10","5","100","88.9","2.4","7.2","0.6","0.8","0.1","0"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","25 to 44","38630","32950","1335","3835","175","295","35","10","100","85.3","3.5","9.9","0.5","0.8","0.1","0"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","45 to 64","44995","38790","1615","4185","120","250","25","10","100","86.2","3.6","9.3","0.3","0.6","0.1","0"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","65 and over","29565","24775","965","3585","85","135","15","5","100","83.8","3.3","12.1","0.3","0.5","0.1","0"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","65 to 74","17145","14645","550","1810","45","80","10","0","100","85.4","3.2","10.6","0.3","0.5","0.1","0"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","75 and over","12420","10130","420","1775","40","55","5","5","100","81.6","3.4","14.3","0.3","0.4","0","0"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","Total","102170","93655","2675","5035","330","430","30","10","100","91.7","2.6","4.9","0.3","0.4","0","0"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","0 to 14","16400","15495","360","345","105","85","0","5","100","94.5","2.2","2.1","0.6","0.5","0","0"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","0 to 4","5370","5045","125","115","55","30","0","0","100","93.9","2.3","2.1","1","0.6","0","0"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","5 to 9","5645","5340","130","105","35","30","0","5","100","94.6","2.3","1.9","0.6","0.5","0","0.1"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","10 to 14","5390","5115","100","125","25","25","0","0","100","94.9","1.9","2.3","0.5","0.5","0","0"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","15 to 24","11925","11220","185","400","55","60","5","5","100","94.1","1.6","3.4","0.5","0.5","0","0"
